algorithm,suite,fn_id,dim,num_runs,pop_size,max_iter,fes_per_run_nominal,mean_error,std_error,min_error,median_error,max_error,logscore,mean_fitness,std_fitness,min_fitness,median_fitness,max_fitness,elapsed_sec
PSO,CEC2017,4,50,30,30,1000,30000,745.2405089020976,529.2558416807436,188.69020428027125,678.4747456345865,2842.631354972373,2.7843731642769294,1145.2405089020976,529.2558416807436,588.6902042802712,1078.4747456345865,3242.631354972373,1.110316038131714
PSO,CEC2017,5,50,30,30,1000,30000,227.94719558473767,79.02023131810968,138.3862936647481,200.4141617562108,557.9523877978368,2.338299067870431,727.9471955847378,79.02023131810967,638.3862936647481,700.4141617562108,1057.9523877978368,1.7536380290985107
PSO,CEC2017,6,50,30,30,1000,30000,37.41006954138074,11.498769244837789,15.509254447271474,35.74878527038652,71.58604467205237,1.5536925100588836,637.4100695413806,11.498769244837789,615.5092544472715,635.7487852703865,671.5860446720524,2.157419443130493
PSO,CEC2017,7,50,30,30,1000,30000,412.0367392648351,126.94223865247916,229.8869588132037,365.7328590501195,714.7096950109753,2.595241382806308,1112.0367392648352,126.94223865247916,929.8869588132036,1065.7328590501195,1414.709695010975,2.067957639694214
PSO,CEC2017,8,50,30,30,1000,30000,201.15287237769328,52.97233387101987,110.02972423574874,195.41843381122808,312.7219346960817,2.2882362182044256,1001.1528723776936,52.97233387101986,910.0297242357487,995.418433811228,1112.7219346960817,2.003920316696167
PSO,CEC2017,9,50,30,30,1000,30000,7524.674183695448,5662.651709081142,783.5474879272499,6285.467794696926,25097.78966616099,3.7351249789343792,8424.674183695448,5662.651709081142,1683.54748792725,7185.467794696926,25997.78966616099,2.068201780319214
PSO,CEC2017,10,50,30,30,1000,30000,6629.296418964411,1051.8200695288792,4499.742640168624,6490.962651875043,9125.581481868445,3.816077226325951,7629.296418964411,1051.8200695288792,5499.742640168624,7490.962651875043,10125.581481868445,4.816196203231812
PSO,CEC2017,11,50,30,30,1000,30000,469.25744784672656,361.49334111662114,206.32324654265423,384.27334387998735,2291.84763407606,2.613893682125213,1569.2574478467263,361.4933411166212,1306.3232465426545,1484.2733438799874,3391.84763407606,1.682133436203003
PSO,CEC2017,12,50,30,30,1000,30000,23266636623.085327,23070002493.203197,201127821.9701216,13107832823.609598,91865856741.83163,10.1181384288372,23266637823.085327,23070002493.203197,201129021.9701216,13107834023.609598,91865857941.83163,2.4221858978271484
PSO,CEC2017,13,50,30,30,1000,30000,7452903210.919816,11684466287.063671,35979.4211772675,2460868724.278178,55935086865.85108,8.598890829117074,7452904510.919816,11684466287.063671,37279.4211772675,2460870024.278178,55935088165.85108,1.7793035507202148
